SSC-A,F4/80:Fluorescein (FITC),CD11c-biot:Qdot 605,Gr-1:APC,IgD:APC-Cy5.5,CD11b:APC-Cy7,I-Ad:PE,CD5:PE-Cy5,CD19:PE-Cy5.5,IgM:PE-Cy7
0.72846836,0.5723987,0.27476442,0.27312598,0.21635635,0.5368473,0.26745018,0.21141228,0.2180855,0.2230509
0.46712637,0.14543436,0.1916196,0.072612315,0.1680529,0.23329638,0.1367678,0.6696612,0.16217151,0.117342226
0.68995684,0.7732937,0.52722776,0.17927144,0.4109979,0.7973836,0.47756666,0.48659664,0.23345526,0.45055225
0.55106556,0.1681889,0.22948219,0.18321042,0.20749563,0.2241238,0.14963534,0.54423386,0.22644347,0.17058378
0.72150546,0.75835866,0.5080231,0.33273762,0.4453411,0.88707906,0.4471322,0.42784715,0.25279137,0.4833204
0.70266,0.75875056,0.47770178,0.21499681,0.5192876,0.8212685,0.4280674,0.44886357,0.3785411,0.60483223
0.69105387,0.12372255,0.17279392,0.2511679,0.2073889,0.23108529,0.16636512,0.14204653,0.22398652,0.14775442
0.68971515,0.7958825,0.48246333,0.22783968,0.49498048,0.8810284,0.46297705,0.49136752,0.25870508,0.49997103
0.5621003,0.16335581,0.15737501,0.21709298,0.20463966,0.09489667,0.4898211,0.46718335,0.59865844,0.81566334
0.7071264,0.39154318,0.43295744,0.25405496,0.28289667,0.7157265,0.5203197,0.2277641,0.24774735,0.37923902
0.5788762,0.19449194,0.11598533,0.18804543,0.15681738,0.27096656,0.577959,0.4858335,0.6607503,0.68612933
0.5198468,0.12409807,0.23657453,0.25399128,0.60343003,0.16075608,0.3905771,0.15598415,0.6136691,0.7185579
0.56944263,0.38346675,0.26709068,0.2572724,0.22754073,0.49946672,0.60378134,0.43344036,0.66844654,0.845836
0.5542498,0.13122374,0.19415893,0.2597305,0.45679167,0.1774268,0.48910636,0.33951318,0.64615023,0.62433124
0.49651688,0.17621738,0.16363472,0.26011872,0.24149562,0.39558187,0.13233075,0.14781049,0.2128055,0.20780423
0.7122575,0.80775124,0.5051345,0.23237638,0.53398144,0.85137314,0.44073915,0.4430363,0.24307436,0.48283663
0.6878111,0.7045958,0.4025386,0.17694879,0.3339905,0.79003423,0.45051038,0.45895463,0.18436731,0.3783512
0.5134717,0.16359925,0.13941471,0.25716513,0.6098399,0.1472662,0.38388652,0.15152621,0.59427166,0.6817162
0.716478,0.8342823,0.49851045,0.28633374,0.5235533,0.9238758,0.47044256,0.49602947,0.46562117,0.6240921
0.7562427,0.24324866,0.35001087,0.23360059,0.30829418,0.22503443,0.24213944,0.3449881,0.2191737,0.33434546
0.56330526,0.14197715,0.10400243,0.23821007,0.26016182,0.09871454,0.426587,0.40973833,0.6512476,0.8884116
0.7108462,0.8178047,0.45614833,0.28614432,0.49458408,0.86936617,0.41095555,0.43031317,0.24611433,0.46998027
0.6471705,0.14178668,0.32724294,0.257576,0.21062344,0.23977092,0.17103763,0.19217436,0.22971955,0.10614448
0.68812203,0.8055528,0.48704052,0.2239064,0.5004382,0.83573484,0.45691922,0.45830512,0.322417,0.4798703
0.47822788,0.13095617,0.17152934,0.25808653,0.49606004,0.24334396,0.38868973,0.1323733,0.59757376,0.5890682
0.6665103,0.7560905,0.42017493,0.27055848,0.4699558,0.78943825,0.40634593,0.42063212,0.31917438,0.49112046
0.52544314,0.16101296,0.18131018,0.25784934,0.22034858,0.31953093,0.13605098,0.15299796,0.21954167,0.14631519
0.6604208,0.7388666,0.36001477,0.27144843,0.41487023,0.8733627,0.38664624,0.4331577,0.22565255,0.4458236
0.55005455,0.41641384,0.26645437,0.27914724,0.24771808,0.5118653,0.1521612,0.2100536,0.2225102,0.22587603
0.5266814,0.09413745,0.20760977,0.2487616,0.6494407,0.22551392,0.4021323,0.18536527,0.5709868,0.6870112
0.5195475,0.128489,0.1878426,0.17954911,0.17582229,0.26526242,0.12007929,0.5777248,0.21302585,0.15090635
0.5166182,0.15790713,0.3176291,0.26008534,0.19689834,0.28558293,0.15049006,0.11171322,0.22775663,0.17989798
0.5090278,0.12240999,0.17640375,0.05700261,0.23499897,0.19109978,0.14865212,0.6880446,0.13783507,0.045853782
0.50645536,0.13214538,0.179462,0.25247526,0.57077456,0.13612497,0.35062504,0.12431435,0.5566272,0.5756912
0.5174195,0.13886718,0.32624814,0.268429,0.21939477,0.27338746,0.13906845,0.094211884,0.22432774,0.13777885
0.50828964,0.14954439,0.26008797,0.26114652,0.21210821,0.29383215,0.12677419,0.100021176,0.22681361,0.19417633
0.4837005,0.15761662,0.19899689,0.2485371,0.37761188,0.202372,0.37841713,0.1941525,0.5673594,0.5217201
0.5470488,0.15533368,0.12361387,-0.08271386,0.13766916,0.19033308,0.2356295,0.76988935,3.05E-04,0.34801507
0.61131823,0.42041042,0.4581483,0.25738257,0.2318488,0.7379281,0.4807328,0.23365054,0.2742879,0.39190748
0.65255696,0.49074832,0.24059577,0.2968732,0.2579884,0.4136462,0.19986145,0.226732,0.21551898,0.06616278
0.69522274,0.79685533,0.45777017,0.24090692,0.42661247,0.7979415,0.44743225,0.44123667,0.25562772,0.4038015
0.6614133,0.7615186,0.4450226,0.28379688,0.47468585,0.8678154,0.36851656,0.40548244,0.26965147,0.48703355
0.6343328,0.698619,0.45895293,0.24276096,0.40030745,0.7105362,0.41408023,0.3931919,0.27303806,0.4250532
0.77456176,0.23029128,0.35192686,0.2511355,0.23997632,0.22718889,0.17303339,0.245816,0.24751635,0.22814739
0.5968237,0.15950269,0.2142723,0.20515156,0.23789212,0.19134171,0.4939843,0.45452234,0.65997905,0.8226249
0.6339036,0.13321772,0.19868071,0.2624163,0.20181549,0.23235798,0.1919057,0.14898044,0.23763137,0.09968949
0.58811164,0.14282942,0.31695512,0.24374649,0.22710533,0.22239164,0.14987059,0.18957537,0.22961044,0.124998614
0.5442765,0.10528357,0.19316909,0.113586605,0.1906091,0.25712243,0.13409269,0.626003,0.17789923,0.19769342
0.4886478,0.12564796,0.14409024,0.24858099,0.517734,0.20098357,0.49631843,0.17000161,0.5796577,0.33654943
0.48082426,0.11635787,0.0630126,0.14664842,0.2238853,0.24709299,0.16045621,0.5994688,0.16112615,0.13797389
0.6347804,0.10832397,0.24409957,0.25159898,0.24275176,0.24168096,0.18270314,0.18627404,0.2107384,0.16693865
0.53678364,0.14986199,0.16044718,0.21837507,0.16699421,0.20999098,0.493919,0.4424916,0.60573006,0.74634373
0.6727062,0.7917989,0.45121798,0.23769611,0.5071963,0.8365003,0.4471517,0.48109978,0.28529584,0.5150057
0.5604452,0.14243606,0.11561079,0.25098962,0.21761662,0.19372734,0.45392114,0.369915,0.6464318,0.59370005
0.66802514,0.783035,0.5336987,0.29902583,0.49195597,0.89105624,0.49165574,0.43999207,0.25965032,0.4482144
0.69019854,0.5135006,0.2629163,0.30184364,0.22909254,0.45511785,0.2094973,0.17758848,0.22010398,0.11517985
0.57116854,0.10876967,0.1508085,0.23021697,0.28098157,0.21082425,0.52063113,0.47177744,0.64183784,0.65763354
0.73181695,0.56174845,0.3116217,0.48650908,0.23567161,0.5428017,0.26736528,0.24236932,0.22630963,0.2222008
0.68534166,0.81555593,0.45870042,0.26560664,0.46739697,0.8411815,0.41110465,0.42734915,0.27225655,0.43702674
0.5094277,0.12326901,0.117362455,0.25190738,0.24005821,0.21890725,0.11135937,0.35581177,0.22394858,0.16716692
0.66782695,0.753014,0.44231528,0.26638708,0.4333158,0.8376339,0.43816513,0.43860418,0.24657185,0.4407658
0.70798516,0.839855,0.44948283,0.288822,0.4584094,0.9235537,0.465212,0.4808737,0.33767954,0.5108076
0.6899884,0.7865756,0.4171287,0.17841183,0.42253768,0.8426954,0.43053707,0.46736652,0.38555074,0.51886034
0.5176042,0.23572159,0.035926532,0.21990022,0.26306856,0.24398883,0.5404748,0.39979637,0.66642815,0.7431447
0.6969185,0.79176396,0.43240792,0.35301602,0.4585778,0.86561733,0.40311483,0.4530548,0.24733602,0.41549024
0.70789754,0.5194194,0.3070156,0.43404064,0.24341255,0.49021408,0.21286619,0.20715354,0.22295605,0.11892459
0.5451629,0.12832507,0.14041673,0.2107958,0.2188709,0.13668534,0.4165937,0.46287772,0.6306277,0.80684483
0.73732245,0.8339757,0.5079637,0.18173154,0.547166,0.87579787,0.49585572,0.5192694,0.4326244,0.61300325
0.68730515,0.8033707,0.43861383,0.1987686,0.48247233,0.81050485,0.4673201,0.48849708,0.24531852,0.47213322
0.73804647,0.5569785,0.33324397,0.32511568,0.24656507,0.6593552,0.27855447,0.22277339,0.22154635,0.128524
0.6092644,0.12679024,0.2522121,0.24718614,0.20915103,0.23948924,0.19216031,0.2063902,0.1919541,0.17588899
0.51028913,0.111863606,0.08425234,0.24488638,0.5066166,0.1439943,0.46896145,0.153421,0.6125255,0.75669754
0.55712897,0.13847563,0.21102682,0.25218096,0.19832149,0.19963858,0.5659338,0.3942383,0.61154485,0.77214754
0.5277945,0.1717382,0.23824683,0.2565795,0.4757329,0.2336752,0.546821,0.16249911,0.60287166,0.6337539
0.52291656,0.1584996,0.12690544,0.22083873,0.25093865,0.18462576,0.6110985,0.43782136,0.66497165,0.73401946
0.5624916,0.14727335,0.21795201,0.19692138,0.19187495,0.2580191,0.10826585,0.5214059,0.21524802,0.22437851
0.5110126,0.16917905,0.09499888,0.24136236,0.49855912,0.26263165,0.385841,0.23203728,0.57580835,0.4605912
0.7399699,0.53164333,0.26899964,0.28210256,0.22735102,0.44697696,0.22671881,0.17540446,0.22170767,0.253518
0.577349,0.14914641,0.15414365,0.21010284,0.15702361,0.062711984,0.020695442,0.4560044,0.67765874,0.9031917
0.6956489,0.7906822,0.43982434,0.21391302,0.3888479,0.795122,0.4342395,0.4502784,0.2801442,0.45014787
0.7104636,0.83212566,0.48597696,0.20383804,0.48284894,0.79778767,0.4670318,0.46675077,0.2591526,0.44615468
0.69861454,0.77410454,0.46468613,0.20536683,0.489321,0.84016514,0.48955414,0.46717432,0.47241372,0.5070124
0.71913296,0.51037264,0.29631025,0.4714115,0.23219158,0.39993823,0.22950658,0.19131756,0.23569658,0.12226229
0.7203685,0.80890924,0.46688315,0.21907026,0.4481539,0.82586724,0.44371027,0.46195456,0.2171056,0.47787496
0.56107855,0.13145453,0.13338432,0.235662,0.19435367,0.04890702,0.33174747,0.41859066,0.6360481,0.8220267
0.67629194,0.7368915,0.4134657,0.22186004,0.36069244,0.84804,0.39873937,0.4298578,0.26137096,0.4518038
0.6449893,0.26506463,0.43990856,0.24012919,0.26725122,0.71118224,0.49219543,0.28542063,0.24180868,0.39101583
0.6883579,0.54802716,0.24436262,0.30392796,0.23496418,0.5631105,0.15490639,0.13365291,0.24448018,0.2552866
0.57691294,0.13247602,0.056953255,0.25790474,0.2320926,0.23135224,0.120988466,0.10095769,0.22355308,0.13754651
0.6089252,0.12879351,0.27562976,0.24489519,0.21462019,0.2394062,0.19606613,0.18300717,0.21851148,0.14191195
0.5855296,0.20533946,0.2390547,0.23113094,0.2057459,0.20802224,0.53060067,0.4309045,0.6645154,0.87639153
0.67432415,0.79442006,0.506039,0.28026652,0.4835178,0.8823959,0.450775,0.44266158,0.2556777,0.4789391
0.70722276,0.81606793,0.44739753,0.23618701,0.490699,0.9006322,0.44003567,0.46957082,0.20057961,0.47664076
0.5534422,0.10921867,0.24529104,0.24178104,0.15017861,0.37931922,0.25062528,0.18808876,0.6852586,0.92067707
0.7144845,0.81029797,0.503473,0.17684236,0.4513207,0.88041806,0.47164932,0.5079494,0.25116748,0.43516165
0.5142989,0.1444053,0.17647469,0.25217983,0.21802625,0.2238157,0.4172266,0.12715033,0.6172919,0.7392252
0.73380035,0.5609635,0.33170378,0.42157295,0.24979001,0.45047617,0.23058134,0.20028012,0.22050239,0.15428065
0.6844675,0.78354084,0.44477865,0.27984422,0.5057835,0.8577504,0.4416455,0.47300085,0.23941691,0.5015738
0.5834141,0.14211579,0.3395358,0.17724992,0.18693411,0.2614374,0.43765736,0.4737347,0.18215428,0.25247017
0.75073117,0.20149603,0.32399753,0.22941874,0.2592858,0.22408344,0.16998397,0.2996936,0.22545321,0.2402371
0.5216886,0.092947245,0.10321552,0.051960096,0.25915027,0.19896606,0.10322527,0.68945384,0.20137665,0.2222429
0.5688233,0.12413826,0.1832393,0.22543539,0.24731983,0.21740715,0.5428927,0.4080219,0.63372135,0.6137613
0.7094038,0.72964966,0.47244355,0.2648785,0.41470796,0.8750263,0.4522023,0.46223938,0.20609754,0.41902342
0.7073367,0.8612019,0.50144535,0.13535446,0.46221676,0.85829073,0.51458275,0.52470785,0.24587291,0.502649
0.70738053,0.7811544,0.50647557,0.22328779,0.5371792,0.83277494,0.4795441,0.4749124,0.26404208,0.42622605
0.5557217,0.11153339,0.5812806,0.25167197,0.21948975,0.2373377,0.16582862,0.15227392,0.22375512,0.13217373
0.6892189,0.7588713,0.48719633,0.22806746,0.2820557,0.8035627,0.44760218,0.42848095,0.29637575,0.44930798
0.6902931,0.7222934,0.41145834,0.20104298,0.42409998,0.78552294,0.42250466,0.45727807,0.20440777,0.39123607
0.690721,0.23673812,0.25159115,0.2577918,0.25013354,0.24409382,0.15178545,0.1907688,0.24267802,0.27815154
0.7317148,0.57467353,0.31440383,0.49781716,0.19145277,0.39132404,0.28415507,0.24564373,0.20686683,0.19005558
0.5108819,0.14421241,0.16905738,0.24079315,0.5682704,0.18168233,0.4681275,0.24739255,0.5784167,0.6871445
0.7067202,0.82296556,0.47447306,0.21512637,0.45339283,0.8334004,0.45630717,0.48236293,0.2540469,0.4813345
0.78650177,0.22947079,0.34811398,0.25389495,0.23407626,0.27618277,0.1512072,0.24712756,0.2585998,0.29750928
0.70221764,0.8270688,0.4569196,0.20847973,0.5259588,0.86313033,0.45220074,0.46731052,0.2352435,0.4828825
0.5657834,0.20183712,0.18725267,0.24735074,0.4330828,0.27707148,0.6091803,0.22730006,0.57957566,0.7434329
0.6961138,0.5659838,0.29282734,0.40675184,0.22943982,0.5542584,0.25185144,0.20890805,0.21211466,0.24059968
0.6499882,0.31541938,0.5764354,0.26848865,0.36436024,0.76713413,0.6523088,0.16161595,0.2953629,0.4564462
0.70767844,0.8003659,0.55397385,0.20027484,0.52917933,0.864719,0.5086139,0.49546215,0.341892,0.5657291
0.6993426,0.78765124,0.49423078,0.20858687,0.5313939,0.8051555,0.4378277,0.45564905,0.32977617,0.47893223
0.70364094,0.7613139,0.5104942,0.15928923,0.4556498,0.8593333,0.50730324,0.50644845,0.25238064,0.46012247
0.52424526,0.20590638,0.18486689,0.24100274,0.58250856,0.17246906,0.52416164,0.19636884,0.61378217,0.8072919
0.50828964,0.14617133,0.087645836,0.022182126,0.16205789,0.2831781,0.20252967,0.70786524,0.11164206,0.26141977
0.69246745,0.5099228,0.29979375,0.3643508,0.23565607,0.5655398,0.23652665,0.21637549,0.21357137,0.069372185
0.7299935,0.8065329,0.4611026,0.24964306,0.50500935,0.8668706,0.42610174,0.45067272,0.27598312,0.49360114
0.64997226,0.40393907,0.36422285,0.25165612,0.33432114,0.7147678,0.5882422,0.2596454,0.23599957,0.33039877
0.5687138,0.17989174,0.4016832,0.43325916,0.21238862,0.2637668,0.3515499,0.21653937,0.21638612,0.29537833
0.6107247,0.18492956,0.16503762,0.23820381,0.19104515,0.4051294,0.483121,0.4488822,0.66243076,0.6965895
0.55193675,0.23809035,0.52932197,0.26591644,0.22864863,0.63458043,0.57459223,0.1739298,0.22108832,0.2840604
0.54754835,0.1507443,0.15206803,0.24926983,0.21351023,0.20691334,0.4852222,0.39097312,0.62164235,0.43359545
0.5833198,0.14576711,0.25473067,0.21098526,0.2109195,0.2873417,0.48577932,0.4304698,0.69891953,0.64296573
0.4913931,0.160073,0.21160525,0.2576142,0.20704184,0.2900074,0.14796352,0.119175136,0.22111304,0.109242246
0.6983171,0.5635689,0.2834908,0.2943857,0.25482306,0.4842317,0.2309026,0.17686947,0.22532809,0.074789904
0.7184703,0.5667908,0.2899966,0.38873264,0.2225841,0.5805372,0.22221416,0.15562737,0.23578198,0.2049755
0.69849944,0.40728372,0.4519539,0.23753242,0.3076645,0.74011505,0.6019986,0.36854154,0.22452024,0.2633443
0.5607228,0.1855105,0.074453466,0.2642305,0.5695277,0.22088848,0.5285855,0.2412829,0.6277908,0.51918983
0.5048669,0.13755399,0.13161415,0.24922091,0.5325633,0.20086451,0.42953393,0.2667024,0.5600034,0.46277785
0.5234396,0.13103864,0.4596127,0.24953705,0.2221158,0.23917565,0.15243894,0.16875835,0.21571259,0.20016716
0.70817626,0.82239795,0.49685538,0.27170604,0.45132178,0.8779492,0.44372383,0.4382426,0.27541086,0.4805241
0.7069149,0.8356561,0.42889106,0.26611257,0.4977095,0.8709219,0.410208,0.46765292,0.262096,0.4911917
0.7094897,0.82656074,0.5122854,0.22023726,0.50345784,0.8887342,0.49324435,0.50575495,0.29313242,0.52419466
0.6913556,0.79597884,0.44633886,0.14679977,0.45074484,0.75945586,0.49001327,0.5251579,0.54584587,0.75962555
0.7367077,0.82861876,0.5193997,0.19747244,0.47796583,0.83166224,0.49456313,0.5069175,0.30473942,0.49330175
0.70980746,0.42401838,0.23366022,0.38724554,0.23869891,0.2871353,0.23701231,0.25705457,0.2016927,0.067458935
0.7008559,0.7459956,0.44133794,0.23295057,0.41040072,0.7978654,0.42552885,0.43325385,0.24351674,0.3979536
0.4831838,0.13870141,0.21242261,0.24980319,0.21973641,0.2658382,0.15723622,0.19177727,0.20532636,0.16037245
0.5069349,0.11313063,0.22425942,0.25383753,0.19871615,0.22912975,0.14343508,0.18365695,0.22250418,0.17232537
0.5714531,0.12032822,0.33586323,0.25024813,0.22993018,0.24070221,0.14890867,0.17752351,0.2045439,0.2389797
0.70431393,0.7799097,0.45186472,0.22716089,0.4042018,0.8502412,0.40462172,0.5190638,0.2835962,0.5733044
0.55102193,0.14867243,0.11407451,0.21327089,0.18859832,0.23010668,0.52696854,0.460445,0.6315924,0.7219196
0.6537547,0.19095509,0.27989674,0.7448307,0.206637,0.3163804,0.17116377,0.05535671,0.25660074,0.124657944
0.5362267,0.111589916,0.13313988,0.2479127,0.51565796,0.21817125,0.62275857,0.119230404,0.613755,0.65066695
0.5331288,0.1725105,0.16667338,0.25482324,0.54037476,0.17019734,0.2527723,0.16131787,0.588215,0.7836849
0.7000741,0.76471645,0.42493805,0.2958792,0.45175764,0.8693922,0.37514478,0.41509432,0.2247539,0.43359357
0.5311689,0.17505127,0.25216198,0.37453395,0.22639906,0.24026312,0.2590981,0.34656176,0.19430575,0.18444596
0.5126378,0.1529868,0.16225018,0.263903,0.32842106,0.19113564,0.40674973,0.11559696,0.586264,0.7526458
0.63957864,0.22699004,0.5950366,0.26634926,0.30116454,0.75228363,0.5440874,0.16979887,0.2531594,0.269082
0.5200263,0.12266186,0.1810988,0.24983872,0.21268009,0.23496373,0.16365747,0.15781148,0.22117376,0.118030176
0.6900199,0.5224752,0.30230632,0.28277308,0.23326296,0.5151852,0.2705043,0.22029419,0.21575612,0.0686178
0.6331132,0.13329823,0.2912188,0.23487827,0.20838915,0.2677545,0.17864229,0.25651363,0.1988206,0.101146795
0.55638623,0.119708695,0.19336368,0.22312897,0.36345485,0.1644165,0.35175544,0.44995904,0.66178864,0.83375514
0.5521528,0.1717251,0.16582651,0.24421658,0.24995951,0.03656445,0.37020168,0.19621703,0.64820206,0.90537375
0.60714155,0.33310702,0.3450419,0.14382364,0.27902007,0.44076064,0.58153737,0.4505104,0.69054174,0.85753715
0.6774587,0.75378954,0.377265,0.24466987,0.48219723,0.8541204,0.3923747,0.45540538,0.22469309,0.45594424
0.6997321,0.542583,0.2896991,0.30121782,0.20545289,0.5180947,0.21387194,0.24304181,0.20033471,0.17433335
0.5850368,0.14247683,0.14347842,0.19715296,0.13486338,0.24813664,0.46143952,0.5000559,0.6743756,0.82424176
0.6866986,0.7824591,0.5027265,0.26129815,0.43211192,0.76266533,0.45325315,0.42258814,0.2382924,0.4253827
0.5930786,0.11362031,0.118105106,0.2219623,0.28988296,0.33879754,0.5867998,0.42296758,0.6435162,0.45909032
0.5682013,0.1759822,0.23875228,0.23447199,0.23462072,0.18328631,0.39785132,0.40461528,0.6368695,0.7124326
0.5609995,0.31640676,0.22685829,0.22622326,0.23048636,0.27529928,0.55199885,0.46481407,0.66463834,0.7280654
0.51359993,0.16744107,0.15267445,0.25497922,0.20113148,0.35079405,0.12407051,0.124645725,0.22529265,0.15695597
0.72068363,0.83786285,0.46740562,0.28380445,0.46657014,0.88674635,0.4448332,0.46755573,0.26646087,0.4943544
0.577349,0.19910993,0.19215927,0.23773347,0.19427036,0.2038197,0.49751702,0.2029767,0.6873896,0.877605
0.5758652,0.17635238,0.17651509,0.20242324,0.2628937,0.1171451,0.43707973,0.33050272,0.6943141,0.8450362
0.7365847,0.78329355,0.5238035,0.20823513,0.40068015,0.8330072,0.4745027,0.46981773,0.23874204,0.45117065
0.4854897,0.09644744,0.14714992,0.2459575,0.62915254,0.110017434,0.42259556,0.19703695,0.5935428,0.67342776
0.6668048,0.33937088,0.34550112,0.2771593,0.28045332,0.77655065,0.4758654,0.25511816,0.25265086,0.36438435
0.6006413,0.13698213,0.07073821,0.22053139,0.2356136,0.22571161,0.46535373,0.43889531,0.67393774,0.7912482
0.7411226,0.802736,0.49254307,0.21544017,0.55891776,0.7790544,0.5036197,0.4712352,0.31227574,0.4142851
0.56809074,0.16332036,0.20593075,0.2513189,0.56321853,0.23589635,0.5714908,0.101544194,0.61587405,0.5887081
0.5631503,0.1538088,0.123232216,0.22133595,0.24571304,0.29307613,0.5163503,0.40159824,0.6441957,0.7237561
0.5378396,0.12665214,0.19570702,0.26248068,0.22852956,0.2571259,0.49565104,0.10511027,0.57785475,0.4286585
0.7133031,0.8541685,0.5395057,0.22506553,0.50588465,0.82505953,0.4823711,0.47957692,0.255177,0.49996513
0.57549083,0.33777654,0.4379274,0.2477804,0.2895475,0.6370921,0.47762632,0.23341672,0.23150165,0.2194685
0.6323738,0.3949886,0.33225325,0.28153256,0.30854163,0.79438996,0.4444862,0.16852957,0.26345307,0.3753004
0.67542917,0.7452977,0.39198866,0.2739051,0.42561212,0.7993824,0.35251084,0.39148054,0.2734977,0.41189566
0.6817157,0.8116574,0.4772368,0.241391,0.46301287,0.8336479,0.42543265,0.4565,0.2908021,0.48951903
0.5352561,0.11714822,0.19169964,0.25701526,0.15190497,0.23527972,0.5222407,0.35125074,0.6188382,0.6158599
0.68975717,0.7521898,0.40879393,0.2404217,0.39865047,0.8684446,0.40747538,0.43172088,0.23291437,0.46226606
0.58568364,0.1422645,0.14143734,0.22633655,0.21587244,0.37716407,0.59289515,0.4386261,0.66248626,0.6807516
0.51467943,0.14377472,0.113702685,0.050021037,0.19017468,0.20790967,0.16187346,0.68685937,0.15878291,0.2656255
0.7179841,0.840402,0.56918776,0.22103679,0.52447546,0.8763602,0.5529699,0.5183688,0.28419417,0.46919444
0.56907874,0.15819132,0.20409904,0.20258962,0.24826448,0.08096575,0.60517645,0.46026048,0.59627855,0.8553902
0.5835398,0.123443805,0.113223955,0.22935446,0.2147946,0.2668703,0.43787912,0.40073594,0.67049307,0.8915145
0.49613863,0.1292501,0.24541345,0.26395833,0.21103945,0.30226746,0.13654608,0.1093821,0.23012882,0.1705734
0.57081074,0.18981563,0.17267835,0.2397077,0.25146,0.24487576,0.4800194,0.23567316,0.6557066,0.81340826
0.697036,0.7732778,0.41632897,0.27845913,0.39564982,0.8537909,0.4052645,0.42927068,0.2601523,0.51890945
0.5302555,0.1339126,0.110254735,0.27029103,0.58310604,0.1246247,0.39774373,0.07844944,0.5841128,0.7124921
0.7066228,0.8008301,0.4296408,0.24763227,0.43453115,0.83706075,0.42964867,0.43363056,0.25891858,0.41329965
0.7373673,0.550886,0.3005748,0.36658916,0.2223807,0.48543108,0.23783438,0.22257632,0.212354,0.13553819
0.5264579,0.13569857,0.16502935,0.23319423,0.535277,0.16336033,0.45223877,0.41090146,0.64797336,0.67233175
0.57048875,0.12783343,0.3009526,0.25789335,0.21739514,0.24254407,0.17278244,0.1343328,0.24656135,0.09409863
0.6987105,0.8383013,0.45712405,0.16673294,0.44158337,0.82044977,0.45248213,0.48927623,0.2780295,0.4589217
0.5723028,0.096319206,0.1786365,0.22579366,0.25121018,0.24510753,0.47683904,0.51525354,0.6861529,0.46026802
0.48954415,0.14219491,0.1639743,0.24690543,0.20845376,0.3539152,0.10907277,0.17908336,0.22342269,0.20407239
0.6979883,0.80849403,0.4700106,0.43262333,0.46582186,0.87132895,0.4269948,0.43688226,0.24532841,0.47463953
0.5107511,0.12615761,0.104910895,0.25340188,0.43081015,0.1130826,0.42679393,0.23082809,0.56188846,0.76405066
0.5921626,0.16849929,0.22421907,0.23201644,0.14385468,0.17172374,0.569999,0.421913,0.67913973,0.74918866
0.7550553,0.5526387,0.30483603,0.51001173,0.26668862,0.49354693,0.17448825,0.21506043,0.22631964,0.22313398
0.48970607,0.14971682,0.215552,0.24982011,0.4064553,0.25003868,0.5473957,0.16782531,0.55293506,0.5080701
0.5692247,0.1459429,0.25323012,0.2330713,0.20437483,0.35243893,0.47830862,0.375747,0.64972204,0.57237995
0.6245719,0.14399466,0.27426413,0.25724113,0.23217593,0.23582806,0.12588808,0.1424783,0.23734938,0.15937126
0.49898547,0.15383509,0.273345,0.2645539,0.21443954,0.36973548,0.13139226,0.10470292,0.22160806,0.1531012
0.5172346,0.17924735,0.14907084,0.24825098,0.20033067,0.24300715,0.11852548,0.4410607,0.23660204,0.25851518
0.53265476,0.13816082,0.17118472,0.25656164,0.21016003,0.2310226,0.09240762,0.14809449,0.2236023,0.09459358
0.5686043,0.16917495,0.13905902,0.22912991,0.14914028,0.1977502,0.5209067,0.419923,0.72357404,0.6244436
0.5542498,0.32998216,0.13472183,0.24665302,0.17028736,0.48154172,0.5196029,0.33494973,0.6780329,0.7387234
0.5592042,0.1325551,0.3115144,0.2490006,0.22570053,0.27775866,0.12747207,0.17690483,0.20847577,0.066748746
0.7178508,0.78606457,0.4842747,0.20460075,0.37821066,0.8142607,0.44795898,0.45665205,0.26629692,0.41758183
0.57102543,0.19809282,0.1863817,0.24088645,0.5333892,0.248429,0.5847612,0.34480032,0.6334253,0.661357
0.71721786,0.80993336,0.5079273,0.22422789,0.51718545,0.88658905,0.46698397,0.48163992,0.2904042,0.4717163
0.6994471,0.54203093,0.2989419,0.45833066,0.22052376,0.48712865,0.2436681,0.20143382,0.22519748,0.15698083
0.80149984,0.22215103,0.3584311,0.23547369,0.27519652,0.22568843,0.22436066,0.31767106,0.2561301,0.22287528
0.7208892,0.83795935,0.37509927,0.2960571,0.5282837,0.8918115,0.42223898,0.44621506,0.27481487,0.5051558
0.51649386,0.08810466,0.17214012,0.24046835,0.5263656,0.20614828,0.50973696,0.20789783,0.58364785,0.5744033
0.58394825,0.11434063,0.17257561,0.24097197,0.16612327,0.2832191,0.55435604,0.27626526,0.6729451,0.68884325
0.7336936,0.7934416,0.6148643,0.12535046,0.40907028,0.82229215,0.5791169,0.5546424,0.31888065,0.47678745
0.70769596,0.81142044,0.50854033,0.23516725,0.5184091,0.81439185,0.49717566,0.49255827,0.28730932,0.50843745
0.57630634,0.14779884,0.23249222,0.25443304,0.22901191,0.215834,0.5584168,0.39440763,0.6229071,0.77030843
0.5190037,0.15120469,0.13190888,0.24708769,0.5527814,0.2651435,0.53192,0.1591161,0.57666373,0.53198344
0.48091254,0.16853058,0.17338328,0.15993139,0.18734354,0.22549967,0.16724932,0.5914763,0.18475495,0.25849834
0.55258495,0.13460279,0.354395,0.25569853,0.2196143,0.23834611,0.14386694,0.14608537,0.21170324,0.08915403
0.7091462,0.83626264,0.43045,0.1918047,0.43377712,0.82645655,0.43845695,0.48720652,0.46169984,0.45785618
